,产权比率,保守速动比率,净利润同比增长率,净资产收益率,净资产收益率-摊薄,基本每股收益(元),存货周转天数(天),存货周转率(次),应收账款周转天数(天),扣非净利润同比增长率,每股净资产(元),每股未分配利润(元),每股经营现金流(元),每股资本公积金(元),流动比率,营业周期(天),营业总收入同比增长率,资产负债率,速动比率,销售净利率,销售毛利率,类别
655,1.4,1.03,0.2375,0.0,0.1895,0.3938,34.22,7.89,59.37,0.195,2.08,0.81,0.29,0.1,1.46,93.59,0.19210000000000002,0.5738,1.03,0.0493,0.09210000000000002,0
1285,0.39,0.67,0.3267,0.0231,0.0229,0.191,98.94,0.91,21.37,0.3284,8.36,1.73,0.22,5.53,2.73,120.32,0.29359999999999997,0.2818,0.67,0.06509999999999999,0.397,0
590,2.61,1.06,-0.3189,0.09820000000000001,0.0949,0.55,41.42,6.52,128.13,0.46869999999999995,5.79,2.97,-2.01,1.49,1.32,169.55,0.5134000000000001,0.6302,1.06,0.038900000000000004,0.1278,0
687,1.29,1.45,0.09140000000000001,0.1231,0.1059,1.1512,21.92,12.32,61.86,0.7155,10.29,5.72,-0.75,3.05,1.76,83.79,0.0571,0.5281,1.45,0.0359,0.0716,0
1083,1.81,1.25,0.11130000000000001,0.1318,0.12269999999999999,1.68,40.32,6.7,155.14,0.1045,13.25,6.36,-1.48,5.37,1.53,195.45,0.0582,0.6291,1.3,0.0553,0.1258,0
334,2.37,0.86,0.3131,0.0163,0.015,0.11,52.75,1.71,56.37,0.32439999999999997,5.57,2.04,-1.62,2.42,1.29,109.12,0.218,0.6862999999999999,0.86,0.01,0.075,0
644,1.37,0.91,0.6572,0.1607,0.15130000000000002,0.6276,34.4,10.47,53.69,0.6822,4.2,1.04,0.91,1.91,1.29,88.08,0.2043,0.5626,0.91,0.0286,0.0922,0
1425,1.6,0.69,0.2345,0.1406,0.1605,1.11,96.96,3.71,29.46,0.2235,6.93,3.64,1.17,2.1,1.37,126.43,0.33399999999999996,0.6038,0.69,0.056100000000000004,0.36060000000000003,0
357,2.58,0.83,-0.1484,0.0898,0.08460000000000001,1.08,45.5,7.91,69.2,0.23559999999999998,11.98,6.33,2.13,4.38,1.27,114.7,0.1472,0.6890999999999999,0.88,0.0163,0.078,0
840,1.98,0.56,0.272,0.1809,0.17190000000000003,1.03,98.63,2.74,15.96,0.2691,5.83,3.32,2.18,1.2,1.07,114.59,0.1961,0.6328,0.56,0.069,0.3705,0
1431,1.49,0.63,0.1565,0.0758,0.0781,0.78,91.73,1.96,33.15,0.16329999999999997,9.94,4.05,1.28,4.56,1.28,124.88,0.2845,0.5777,0.63,0.0582,0.3586,0
1185,0.58,1.2,-0.162,0.008199999999999999,0.008100000000000001,0.0454,72.23,1.25,53.97,-0.1869,5.58,2.33,-0.44,1.6,2.1,126.2,0.1274,0.36340000000000006,1.24,0.016200000000000003,0.1714,0
683,0.91,1.51,0.9569,0.1353,0.1278,1.1046,35.12,7.69,67.85,0.1217,7.11,5.19,0.59,0.19,1.94,102.98,0.0934,0.442,1.51,0.0449,0.0764,0
534,3.58,0.44,2.9443,0.3348,0.27690000000000003,1.78,87.85,4.1,19.5,3.3678,6.44,2.01,3.65,2.99,0.93,107.35,0.11359999999999999,0.7879999999999999,0.44,0.0336,0.3823,0
477,0.68,1.31,0.4878,0.0548,0.0548,0.2236,103.99,0.87,31.26,0.4717,4.08,1.8,0.68,0.26,1.7,135.24,0.3907,0.38079999999999997,1.31,0.11710000000000001,0.5704,0
1434,1.67,0.44,0.2213,0.0506,0.049,0.56,90.26,1.0,32.51,0.16010000000000002,11.35,5.28,0.69,4.7,0.89,122.78,0.23370000000000002,0.602,0.44,0.0667,0.342,0
165,0.56,1.51,0.31420000000000003,0.1399,0.0806,0.807,95.64,1.88,22.73,0.3605,7.51,2.98,0.35,3.26,2.35,118.37,0.276,0.3577,1.51,0.0754,0.4205,0
550,2.68,0.34,-0.0013,0.09609999999999999,0.08039999999999999,1.92,139.27,1.94,19.99,0.0393,24.15,8.62,8.28,14.05,0.87,159.26,0.2843,0.73,0.34,0.0407,0.36560000000000004,0
126,0.86,1.56,0.2298,0.1155,0.0909,0.565,253.66,1.06,47.86,0.22899999999999998,5.16,1.64,0.13,2.29,2.25,301.52,0.223,0.461,1.56,0.1572,0.2902,1
1305,1.18,0.67,0.1282,0.035699999999999996,0.0351,0.38,107.18,0.84,25.31,0.1412,10.79,4.13,0.9,5.55,1.15,132.49,0.1429,0.5287,0.68,0.0728,0.40950000000000003,0
1184,0.6,1.27,-0.1353,0.043,0.0417,0.23,69.71,5.16,50.56,-0.0791,5.55,2.29,0.23,1.6,2.08,120.27,0.0501,0.3732,1.34,0.0223,0.1963,0
914,1.92,1.25,-0.4636,0.0134,0.013500000000000002,0.048,42.37,4.25,63.53,-0.4105,3.56,0.17,0.09,1.88,1.11,105.9,0.39280000000000004,0.5226,0.83,0.0128,0.0891,0
1416,0.86,1.06,-0.2285,0.058899999999999994,0.0575,0.2578,77.54,3.48,48.47,-0.6469,4.48,2.02,1.1,0.29,1.59,126.0,-0.2492,0.4596,1.06,0.043,0.1886,0
838,2.02,0.63,0.2929,0.07690000000000001,0.07400000000000001,0.52,99.33,0.91,15.59,0.2566,6.87,3.87,0.79,1.62,1.13,114.92,0.2716,0.6415000000000001,0.63,0.0882,0.3814,0
1188,0.67,1.08,0.0069,0.041299999999999996,0.0405,0.23,70.99,5.07,54.16,0.1353,5.75,2.45,-0.06,1.6,1.93,125.15,0.1477,0.3973,1.13,0.0197,0.182,0
910,1.3,1.15,0.0596,0.025699999999999997,0.0254,0.09,40.19,4.48,62.99,0.0929,3.54,0.18,0.13,1.87,1.17,103.18,0.22149999999999997,0.5437,0.82,0.027200000000000002,0.1215,0
1219,2.28,0.77,0.36450000000000005,0.0975,0.0956,0.56,70.98,3.8,135.79,0.3971,5.68,2.99,-0.14,1.58,1.17,206.78,0.3753,0.6412,0.85,0.0724,0.2638,0
1390,0.61,1.19,0.06,0.0187,0.0181,0.0629,66.42,1.36,31.7,0.0571,3.47,0.75,0.1,0.29,1.91,98.12,0.0086,0.3766,1.19,0.0323,0.1502,0
1278,0.5,0.92,0.30269999999999997,0.0786,0.0626,0.314,80.02,2.25,16.71,0.2847,8.77,2.15,0.42,5.52,2.49,96.73,0.2511,0.3309,0.92,0.0682,0.40380000000000005,0
701,0.97,1.59,0.2838,0.025699999999999997,0.0254,0.3947,30.4,2.96,75.21,0.5064,15.56,10.61,-1.59,3.11,2.02,105.61,0.26030000000000003,0.46020000000000005,1.67,0.0317,0.06570000000000001,0
188,0.75,0.69,0.1681,0.0436,0.042699999999999995,0.3607,93.8,0.96,17.68,0.1525,8.26,4.36,0.53,2.48,1.97,111.48,0.193,0.42810000000000004,0.69,0.0663,0.3618,0
1073,1.27,1.2,0.3527,0.0319,0.031400000000000004,0.44,47.03,1.91,137.99,0.3396,19.48,6.19,-4.51,11.6,1.65,185.03,0.2532,0.5544,1.2,0.0435,0.09630000000000001,0
946,1.81,0.8,1.3721,0.1597,0.17149999999999999,0.25,64.07,2.81,44.81,25.0723,1.44,0.14,0.08,0.16,1.07,108.88,-0.057699999999999994,0.6377,0.8,0.1464,0.2138,0
191,0.62,0.73,0.3081,0.15810000000000002,0.13699999999999998,1.3803,93.57,3.85,18.99,0.2743,9.68,4.76,1.74,3.52,1.9,112.55,0.2078,0.3803,0.74,0.062400000000000004,0.3582,0
980,1.01,1.53,-0.37770000000000004,0.0264,0.0265,0.06,66.1,5.45,57.09,-0.7626999999999999,2.12,0.68,0.34,0.06,1.86,123.18,-0.1247,0.5009,1.53,0.0169,0.254,0
702,1.11,1.05,0.23559999999999998,0.0655,0.065,1.015,28.36,6.35,47.19,0.3322,15.63,10.68,1.07,3.11,1.88,75.55,0.25920000000000004,0.4954,1.6,0.0377,0.07440000000000001,0
399,0.25,2.25,0.4411,0.0891,0.061500000000000006,0.38,70.16,5.13,93.64,0.6442,4.23,0.69,0.24,2.44,2.94,163.8,0.18960000000000002,0.2,2.25,0.1548,0.45020000000000004,1
1391,0.63,1.19,0.0173,0.0336,0.034300000000000004,0.11,70.62,2.55,31.63,0.0132,3.21,0.72,0.18,0.29,1.9,102.25,0.020099999999999996,0.386,1.19,0.029900000000000003,0.15380000000000002,0
943,1.88,0.57,-0.0525,0.08199999999999999,0.0761,0.11,71.94,3.75,49.01,-1.147,1.44,-0.15,-0.08,0.47,0.86,120.95,-0.0542,0.6535,0.57,0.0436,0.23120000000000002,0
1224,2.45,0.87,0.0987,0.1137,0.1074,0.72,74.28,4.85,165.21,0.0591,6.52,3.74,-0.74,1.59,1.15,239.48,0.1845,0.6548999999999999,0.87,0.062400000000000004,0.2799,0
611,2.43,1.14,-0.1553,0.0901,0.0875,1.09,36.36,9.9,112.9,-0.1553,12.44,6.37,3.82,4.42,1.46,149.26,0.0482,0.6233,1.16,0.0254,0.09179999999999999,0
1199,1.62,0.74,0.37920000000000004,0.0885,0.08560000000000001,0.17,124.61,2.17,132.87,0.4036,3.51,1.53,-0.38,0.89,1.21,257.48,0.2825,0.6064,0.74,0.0629,0.2685,0
1339,1.37,0.44,-0.0209,0.0359,0.0352,0.043,126.4,1.42,19.54,-0.0178,1.23,-4.29,0.05,4.33,0.9,145.94,0.0812,0.578,0.33,0.0256,0.22329999999999997,0
304,2.94,0.5,0.2682,0.1495,0.1406,0.17,42.64,8.44,5.18,0.2829,1.23,0.2,0.42,0.01,1.17,47.83,0.2483,0.7417,0.5,0.0124,0.0564,0
1292,0.91,0.72,0.3283,0.1242,0.1026,1.144,95.25,3.78,24.56,0.2353,10.77,2.76,1.36,6.84,1.46,119.82,0.4379,0.47,0.72,0.0639,0.3973,0
1128,0.79,0.82,-0.2488,0.0163,0.0161,0.0617,69.54,5.18,60.58,30.3213,3.83,0.6,0.39,2.01,1.28,130.12,0.04190000000000001,0.4296,0.82,0.009399999999999999,0.1364,0
690,1.26,1.47,0.1481,0.0748,0.0751,0.8292,29.66,6.07,90.39,0.3971,11.04,6.42,0.67,3.05,1.77,120.06,0.0663,0.5217,1.47,0.038599999999999995,0.0915,0
1304,1.23,0.66,0.1942,0.1303,0.11869999999999999,1.25,102.63,3.51,22.4,0.1625,10.41,3.75,2.99,5.55,1.17,125.03,0.166,0.5388000000000001,0.66,0.0646,0.4035,0
1349,0.97,0.64,-0.0725,0.0542,0.053,0.08,62.22,5.79,14.22,0.005699999999999999,1.54,-0.0066,0.52,0.51,1.22,76.44,0.5086999999999999,0.4918,0.64,0.0191,0.1875,0
1036,0.54,1.44,0.11349999999999999,0.053899999999999997,0.053099999999999994,0.1501,107.92,2.5,225.88,0.1069,2.83,0.77,-0.18,0.97,1.82,333.81,0.2144,0.3446,1.44,0.11,0.41759999999999997,1
933,4.27,0.56,0.7467,0.0,0.0116,0.01,55.86,1.61,43.88,0.1721,0.74,-0.53,0.04,0.14,0.8,99.74,0.0755,0.7948000000000001,0.56,0.009000000000000001,0.23070000000000002,0
39,0.65,0.49,-0.39740000000000003,0.0138,0.0137,0.09,523.26,0.34,70.65,-0.3839,6.48,1.57,-0.0059,3.83,2.2,593.91,-0.0197,0.38789999999999997,0.49,0.04650000000000001,0.3096,1
1157,0.5,1.37,-0.5912,0.005600000000000001,0.005600000000000001,0.0204,61.37,1.47,68.87,-0.6334000000000001,3.66,0.83,-0.08,1.61,1.97,130.24,-0.0059,0.3292,1.37,0.0129,0.1383,0
1062,2.19,1.1,0.16190000000000002,0.0842,0.0824,0.89,38.86,4.63,117.52,0.1099,10.86,4.18,-3.26,5.28,1.37,156.38,0.1409,0.6823999999999999,1.1,0.0349,0.0867,0
648,1.78,0.84,0.5706,0.21059999999999998,0.18960000000000002,0.5476,38.22,9.42,55.93,0.5457,5.2,1.68,0.6,2.04,1.29,94.15,0.27149999999999996,0.6289,0.84,0.0364,0.1026,0
1264,1.7,1.1,0.2994,0.1809,0.18530000000000002,0.58,44.84,8.03,83.81,0.1881,3.12,1.48,-0.25,0.44,1.42,128.64,0.2126,0.6254,1.13,0.0472,0.2506,0
199,1.17,0.8,0.0959,0.1447,0.136,1.7022,106.58,3.38,31.78,0.1005,12.46,7.27,4.19,3.6,1.38,138.36,0.195,0.5347,0.81,0.0581,0.3505,0
1453,3.03,0.82,1.2075,0.25920000000000004,0.18100000000000002,2.76,43.16,8.34,72.39,1.3709,15.22,0.87,-0.79,0.89,1.33,115.54,-0.0326,0.7519,0.82,0.0304,0.09300000000000001,0
972,1.04,0.97,-0.09029999999999999,0.0694,0.0711,0.14,76.09,4.73,45.04,-0.1611,2.04,0.59,0.13,0.06,1.45,121.13,-0.08789999999999999,0.5075,0.97,0.04,0.2413,0
1297,1.03,0.76,0.2672,0.0412,0.0405,0.354,90.19,1.0,22.11,0.2894,12.44,4.35,0.78,7.04,1.36,112.3,0.2343,0.496,0.76,0.0707,0.3818,0
1442,2.25,0.32,0.1603,0.045,0.0547,0.56,91.35,0.99,30.38,0.1306,10.18,5.57,1.09,3.25,0.67,121.74,0.1085,0.6707,0.32,0.0706,0.335,0
1409,0.72,0.96,-0.27899999999999997,0.0645,0.0641,0.22,67.3,5.35,34.03,-0.4866,3.46,1.39,0.16,0.29,1.49,101.33,-0.1189,0.4171,0.96,0.0353,0.17739999999999997,0
1385,0.58,1.02,0.1119,0.057999999999999996,0.053,0.18,76.35,4.72,31.33,0.12029999999999999,3.48,0.56,0.22,0.29,1.87,107.68,0.053899999999999997,0.36340000000000006,1.02,0.0276,0.1535,0
599,2.72,1.22,0.18170000000000003,0.1259,0.11939999999999999,1.05,35.24,10.22,116.1,0.196,8.81,4.37,-1.49,2.94,1.52,151.34,0.2978,0.6527,1.22,0.033,0.09699999999999999,0
1089,1.92,1.28,0.0635,0.0397,0.038900000000000004,0.61,38.8,2.32,149.93,0.1131,15.26,8.08,-1.98,5.46,1.54,188.72,0.1567,0.644,1.32,0.048,0.1211,0
567,1.02,1.05,0.3804,0.0373,0.030899999999999997,0.1533,98.34,1.83,47.08,0.3224,4.72,1.12,0.52,2.54,1.65,145.42,0.228,0.502,1.06,0.0335,0.3147,0
606,2.25,1.15,0.1363,0.1125,0.0885,1.01,34.84,7.75,113.64,0.1454,11.45,5.57,1.26,4.39,1.47,148.48,0.2006,0.6097,1.15,0.0322,0.10279999999999999,0
935,3.3,0.64,-0.46009999999999995,0.0,0.1814,0.16,55.33,4.88,44.68,-0.9436,0.9,-0.37,0.005,0.14,0.88,100.01,0.2767,0.7523000000000001,0.64,0.0605,0.2612,0
827,0.89,0.64,0.5621,0.1249,0.1258,0.76,88.91,2.02,9.33,0.5573,7.2,3.41,0.95,2.54,1.36,98.24,0.3214,0.4645,0.64,0.0873,0.3807,0
305,3.37,0.47,0.47009999999999996,0.19269999999999998,0.182,0.25,47.64,7.56,5.51,0.4596,1.28,0.24,-0.41,0.01,1.16,53.15,0.16390000000000002,0.7666,0.47,0.016,0.061,0
1400,0.68,1.43,0.3073,0.0559,0.0541,0.1712,79.57,3.39,37.02,0.0901,3.16,1.04,0.3,0.29,1.97,116.59,0.0706,0.40369999999999995,1.43,0.0415,0.19949999999999998,0
612,2.32,1.13,0.6051,0.0223,0.022099999999999998,0.28,36.7,2.45,118.31,0.5056,12.72,6.65,0.74,4.42,1.49,155.02,0.4351,0.6134000000000001,1.15,0.024900000000000002,0.087,0
442,1.17,1.22,1.3528,0.037200000000000004,0.0381,0.1304,122.82,1.47,69.47,1.5338,3.42,0.14,-0.22,1.98,1.36,192.29,-0.0124,0.5388000000000001,0.97,0.0673,0.27390000000000003,0
1393,0.6,1.39,-0.0556,0.060599999999999994,0.061500000000000006,0.19,69.04,5.21,31.65,-0.0739,3.17,0.79,0.54,0.29,2.01,100.69,0.024399999999999998,0.3714,1.39,0.0279,0.1586,0
127,0.87,1.54,0.21170000000000003,0.14880000000000002,0.11470000000000001,0.667,265.92,1.35,46.95,0.2102,5.29,1.72,0.32,2.29,2.22,312.87,0.1979,0.46399999999999997,1.54,0.1542,0.299,1
1041,0.59,1.57,-0.36,0.0362,0.0322,0.11,96.57,3.73,256.06,-0.7382,3.38,0.77,-0.01,1.6,2.08,352.64,-0.0754,0.3655,1.76,0.0663,0.4114,1
1138,0.93,0.91,0.5232,0.0227,0.0227,0.0916,48.97,3.68,60.6,0.3126,4.03,0.76,0.17,2.04,1.34,109.57,0.2433,0.4677,0.91,0.0168,0.127,0
135,1.64,0.67,-0.8258,0.0344,0.0403,0.0302,663.35,0.54,99.22,-0.7465,5.07,1.48,-0.64,2.34,2.08,762.57,0.1011,0.6208,0.67,0.057999999999999996,0.3004,1
1140,1.07,0.77,0.1844,0.0414,0.0405,0.17,59.64,6.04,61.95,0.2642,4.15,0.83,0.39,2.08,1.32,121.59,0.17809999999999998,0.5031,0.77,0.015700000000000002,0.11900000000000001,0
1300,1.31,1.0,0.3674,0.1551,0.1405,1.08,88.16,4.08,21.64,0.3743,9.88,3.94,2.51,4.88,1.57,109.81,0.2791,0.5535,1.0,0.0659,0.37979999999999997,0
813,1.7,0.45,0.08789999999999999,0.3796,0.3265,1.19,111.09,3.24,9.12,0.1186,3.66,2.33,1.38,0.13,1.1,120.21,0.19149999999999998,0.6251,0.45,0.0683,0.4022,0
1432,1.53,0.56,0.1833,0.1118,0.1106,1.14,90.01,3.0,33.01,0.1808,10.3,4.41,2.06,4.56,1.17,123.02,0.2877,0.5844,0.56,0.0556,0.3556,0
172,0.89,1.06,0.16699999999999998,0.0455,0.044500000000000005,0.203,111.61,0.81,26.36,0.1637,9.14,4.51,-0.51,3.22,1.87,137.97,0.2323,0.4722,1.06,0.07150000000000001,0.4269,0
1394,0.6,1.42,-0.17920000000000003,0.0165,0.0166,0.0516,72.1,1.25,36.33,-0.1791,3.1,0.84,0.25,0.29,2.02,108.43,-0.2779,0.3715,1.42,0.036699999999999997,0.1893,0
1486,2.16,0.88,0.0089,0.0484,0.0416,0.46,43.56,4.13,99.7,0.1336,10.21,3.83,-6.26,5.07,1.3,143.25,0.0787,0.6823,0.88,0.016200000000000003,0.0771,0
1307,1.3,0.63,0.1834,0.1056,0.102,0.82,107.06,2.52,23.8,0.16620000000000001,11.24,4.59,3.21,5.66,1.09,130.86,0.22030000000000002,0.5494,0.63,0.0687,0.4093,0
681,0.88,1.55,0.12560000000000002,0.0397,0.038900000000000004,0.2564,32.53,2.77,63.56,0.11410000000000001,6.59,4.64,0.49,0.22,1.96,96.09,0.11220000000000001,0.4341,1.55,0.0405,0.0741,0
1093,1.98,1.19,0.1816,0.042800000000000005,0.042,0.72,49.51,1.82,157.62,0.1808,16.74,9.65,-1.5,5.47,1.52,207.12,0.10830000000000001,0.6496999999999999,1.23,0.0507,0.1207,0
1405,0.87,1.09,0.29100000000000004,0.09300000000000001,0.09230000000000001,0.31,60.2,5.98,28.11,0.2032,3.33,1.3,0.38,0.29,1.47,88.3,0.27649999999999997,0.4633,1.09,0.0432,0.1779,0
450,0.89,1.07,-0.4696,0.0089,0.0089,0.0182,95.28,1.89,65.91,-1.1663,2.08,0.23,-0.02,0.63,1.33,161.19,-0.0451,0.4702,0.76,0.019799999999999998,0.2673,0
1494,2.73,0.84,0.2857,0.0548,0.0557,0.25,40.97,4.39,81.46,0.309,7.62,3.22,-1.16,3.08,1.22,122.44,0.4549,0.7223999999999999,0.84,0.016200000000000003,0.0783,0
496,0.54,1.39,28.0018,0.0189,0.019,0.3232,226.59,1.59,82.5,2.8588999999999998,3.61,1.86,0.68,0.23,1.9,309.09,-0.45270000000000005,0.3439,1.39,0.0151,0.5157,0
926,9.07,0.36,0.92,-0.0216,-0.0209,-0.007,60.31,2.98,43.2,0.9126000000000001,0.34,-0.86,0.06,0.02,0.55,103.51,-0.0086,0.8642,0.36,-0.0013,0.26280000000000003,0
616,2.42,1.09,-0.0365,0.020099999999999996,0.0199,0.27,34.87,2.58,110.85,-0.0383,13.6,7.4,-2.34,4.42,1.47,145.72,0.1119,0.625,1.12,0.018799999999999997,0.079,0
1203,1.75,0.8,0.9767,0.077,0.07490000000000001,0.29,104.75,2.58,120.4,0.9945,3.86,1.03,-0.26,1.77,1.22,225.15,1.02,0.6,0.8,0.0739,0.2791,0
536,3.26,0.48,0.33640000000000003,0.32289999999999996,0.26940000000000003,2.38,90.19,3.99,21.34,0.3795,8.85,4.2,5.17,3.04,0.97,111.53,0.1427,0.7709999999999999,0.48,0.039900000000000005,0.3713,0
1497,3.07,0.77,0.3715,0.0274,0.0274,0.14,39.58,2.27,79.37,0.3538,8.42,3.95,-3.34,3.07,1.16,118.96,0.31829999999999997,0.745,0.77,0.0131,0.0722,0
835,2.0,0.63,0.10619999999999999,0.12369999999999999,0.1229,0.75,108.24,1.66,15.02,0.19390000000000002,5.92,3.08,1.5,1.58,1.14,123.26,0.20679999999999998,0.6459999999999999,0.63,0.0733,0.3954,0
1306,1.21,0.59,0.142,0.0746,0.0736,0.57,107.82,1.67,26.07,0.1331,10.9,4.25,1.52,5.54,1.1,133.89,0.1911,0.5328,0.59,0.0732,0.40869999999999995,0
1086,2.06,1.22,-0.16579999999999998,0.0626,0.0632,0.91,41.41,4.35,158.84,-0.1833,13.96,6.83,-3.08,5.42,1.51,200.25,0.099,0.6586,1.28,0.0437,0.1191,0
345,2.62,0.87,0.2879,0.0932,0.09210000000000002,0.85,55.44,6.49,78.93,0.2421,8.86,3.52,1.47,4.33,1.28,134.36,0.1419,0.6912,0.9,0.0179,0.0875,0
1069,0.98,1.54,0.3103,0.0259,0.0256,0.59,42.2,2.13,137.53,0.3566,23.0,5.97,-5.1,15.38,1.88,179.73,0.1972,0.4913,1.54,0.0407,0.0931,0
1355,0.85,0.7,0.0269,0.0264,0.0308,0.0655,66.38,2.71,25.12,-0.0438,2.13,0.13,0.1,0.95,1.27,91.51,0.0928,0.4593,0.7,0.021400000000000002,0.179,0
1161,0.6,0.94,0.1916,0.006500000000000001,0.006500000000000001,0.0243,63.49,1.42,65.07,0.3103,3.8,0.95,-0.11,1.61,1.52,128.56,0.1159,0.3716,0.94,0.0144,0.12990000000000002,0
1447,2.06,0.44,0.12480000000000001,0.0859,0.0727,1.03,86.78,2.07,31.39,0.1559,10.78,4.75,1.74,4.58,0.81,118.17,0.2051,0.6536,0.44,0.058899999999999994,0.3271,0
551,2.65,0.37,0.209,0.1787,0.1411,3.77,123.29,2.92,19.63,0.2772,25.98,10.21,12.01,14.03,0.93,142.92,0.4354,0.7273000000000001,0.37,0.0484,0.3614,0
1438,1.79,0.44,0.23010000000000003,0.0547,0.053200000000000004,0.49,87.67,1.03,29.45,0.16190000000000002,12.67,6.55,0.7,4.79,0.97,117.11,0.2034,0.6164999999999999,0.44,0.07,0.3308,0
673,1.25,1.17,0.2349,0.0473,0.0462,0.2131,35.11,2.56,64.24,0.2348,4.62,3.06,0.12,0.1,1.62,99.35,0.1374,0.5451,1.17,0.0391,0.0688,0
1195,0.75,1.09,0.382,0.0926,0.0688,0.25,106.25,2.54,103.12,0.45770000000000005,9.5,3.63,-2.52,4.66,1.89,209.37,0.1771,0.4274,1.09,0.0546,0.2646,0
176,1.18,0.86,-0.0799,0.0382,0.0375,0.187,115.64,0.78,25.18,-0.0805,4.98,2.63,-0.37,1.11,1.79,140.82,0.2266,0.5418999999999999,0.86,0.0536,0.3978,0
197,1.09,0.71,-0.2016,0.0622,0.0611,0.706,115.66,1.56,33.92,-0.2232,11.48,6.28,1.05,3.63,1.36,149.58,0.1885,0.5175,0.72,0.0521,0.3467,0
396,0.14,3.93,0.9323,0.0212,0.021,0.09,48.19,1.87,89.96,0.9483,8.32,1.27,0.23,5.87,4.39,138.14,0.196,0.1191,3.93,0.19149999999999998,0.38530000000000003,1
1368,0.86,0.94,0.2375,0.06280000000000001,0.0638,0.1195,63.69,4.24,33.49,0.2069,1.87,0.13,0.14,0.67,1.5,97.18,0.1148,0.4586,0.94,0.0286,0.1711,0
1511,3.07,0.83,0.08039999999999999,0.0949,0.0955,0.65,46.94,5.75,101.6,0.10099999999999999,6.76,3.67,0.24,1.68,1.19,148.54,0.1016,0.7497,0.84,0.0176,0.0757,0
596,2.31,1.15,0.30469999999999997,0.0352,0.0346,0.28,39.66,2.27,124.58,0.3077,8.19,3.86,-0.81,2.94,1.43,164.25,0.2502,0.6081,1.15,0.04,0.10679999999999999,0
342,2.55,0.88,0.4778,0.0176,0.018500000000000003,0.18,55.95,1.61,79.41,0.1551,8.3,2.97,-1.74,4.26,1.29,135.36,0.1104,0.6944,0.88,0.0126,0.07780000000000001,0
479,1.08,1.13,0.1732,0.1638,0.1689,0.441,80.99,3.33,31.8,0.177,3.92,1.56,0.69,0.34,1.37,112.79,0.14550000000000002,0.49570000000000003,1.13,0.1149,0.4936,0
947,1.88,0.78,1.2595,0.161,0.1757,0.248,68.85,3.92,49.96,25.050700000000003,1.41,0.15,-0.01,0.14,1.07,118.81,-0.0006,0.6467,0.78,0.09949999999999999,0.2138,0
945,1.74,0.77,2.7693,0.1552,0.1604,0.24,62.37,1.44,43.07,16.2788,1.49,0.14,-0.02,0.22,1.07,105.43,-0.10619999999999999,0.6286999999999999,0.77,0.26839999999999997,0.2192,0
1170,0.47,1.01,0.0024,0.0305,0.0298,0.1281,64.8,2.78,58.77,-0.1025,4.29,1.28,-0.35,1.61,1.86,123.57,0.0908,0.31579999999999997,1.01,0.031400000000000004,0.19690000000000002,0
1132,0.8,0.9,0.5841,0.0253,0.0253,0.0977,59.6,6.04,54.89,0.7984,3.86,0.66,0.25,1.98,1.34,114.5,0.16570000000000001,0.43090000000000006,0.9,0.0127,0.1286,0
1291,0.87,0.57,0.4023,0.0317,0.09140000000000001,0.851,90.95,2.97,24.9,0.33240000000000003,9.32,2.65,0.89,5.53,1.41,115.85,0.36460000000000004,0.447,0.57,0.0688,0.40490000000000004,0
1353,0.77,0.7,0.5226,0.0513,0.051100000000000007,0.13,69.72,5.16,23.78,0.5379,2.46,0.11,0.26,1.31,1.3,93.5,0.0026,0.435,0.7,0.022099999999999998,0.19510000000000002,0
487,0.85,1.1,-0.2771,0.1198,0.113,0.3959,122.43,2.21,38.96,-0.3319,3.5,1.83,0.33,0.23,1.55,161.39,0.1148,0.44229999999999997,1.1,0.0754,0.4892,0
904,1.31,1.03,0.5675,0.06559999999999999,0.060899999999999996,0.21,69.84,5.16,94.76,0.0106,3.33,0.02,0.29,1.87,1.03,164.6,0.9428,0.5483,0.75,0.0475,0.1507,0
1135,0.87,0.89,0.3543,0.0,0.0245,0.0964,56.11,4.81,60.14,0.3106,3.93,0.7,0.26,2.01,1.35,116.25,0.1222,0.4534,0.89,0.0148,0.12990000000000002,0
1296,0.99,0.69,0.30579999999999996,0.1272,0.1206,1.031,93.65,3.84,23.73,0.40869999999999995,11.9,3.84,2.54,7.01,1.34,117.39,0.4866,0.4868,0.69,0.0593,0.3901,0
955,1.45,0.66,2.1183,0.11019999999999999,0.10300000000000001,0.18,64.68,4.17,54.32,-0.7211,1.75,0.37,0.02,0.24,0.99,119.0,0.054000000000000006,0.5878,0.66,0.0675,0.196,0
1162,0.57,0.95,2.5154,0.020499999999999997,0.020499999999999997,0.0773,66.36,2.71,64.8,2.206,3.81,0.97,-0.16,1.61,1.55,131.16,0.1333,0.36219999999999997,0.95,0.0227,0.1384,0
654,1.3,1.08,0.1751,0.1419,0.135,0.2633,30.83,5.84,57.39,0.1191,1.95,0.67,0.23,0.1,1.48,88.21,0.1539,0.5547,1.08,0.0519,0.0946,0
693,1.05,1.55,0.1241,0.0305,0.0301,0.3747,32.75,2.75,89.74,0.1245,12.46,7.7,-1.11,3.07,1.93,122.49,0.1007,0.4781,1.55,0.0322,0.07719999999999999,0
