,产权比率,保守速动比率,净利润同比增长率,净资产收益率,净资产收益率-摊薄,基本每股收益(元),存货周转天数(天),存货周转率(次),应收账款周转天数(天),扣非净利润同比增长率,每股净资产(元),每股未分配利润(元),每股经营现金流(元),每股资本公积金(元),流动比率,营业周期(天),营业总收入同比增长率,资产负债率,速动比率,销售净利率,销售毛利率,类别
1282,0.74,0.64,0.2757,0.0764,0.0736,0.35,90.51,1.99,21.63,0.3065,4.76,1.43,0.25,2.26,1.56,112.13,0.3529,0.42340000000000005,0.64,0.0647,0.392,0
684,0.96,1.51,0.9308,0.16699999999999998,0.1555,1.4283,33.82,10.65,64.83,0.1041,7.36,5.31,1.23,0.19,1.88,98.65,0.10830000000000001,0.4573,1.51,0.0421,0.0742,0
656,1.62,1.22,0.1691,0.24530000000000002,0.21719999999999998,0.4733,37.01,9.73,54.63,0.1408,2.18,0.84,0.53,0.12,1.65,91.64,0.1845,0.61,1.22,0.044199999999999996,0.0894,0
1130,0.89,0.83,2.1726,0.0126,0.0127,0.0484,59.74,3.01,57.32,2.8162000000000003,3.82,0.61,-0.14,1.99,1.28,117.05,0.2126,0.4572,0.83,0.012,0.12890000000000001,0
1379,0.65,1.12,0.024399999999999998,0.0355,0.0344,0.0869,61.6,2.92,34.08,0.018600000000000002,2.52,0.43,0.15,0.97,1.76,95.69,0.0478,0.3926,1.12,0.0269,0.1497,0
1440,1.49,0.39,0.23600000000000002,0.1265,0.1174,1.19,84.66,3.19,30.43,0.2051,10.16,5.0,2.54,3.88,0.9,115.09,0.2091,0.5718,0.39,0.0592,0.325,0
335,2.34,0.87,1.5573,0.0653,0.0608,0.49,55.89,3.22,58.8,0.3223,5.79,2.34,-2.18,2.61,1.3,114.69,0.2163,0.6812999999999999,0.87,0.022099999999999998,0.081,0
706,0.94,1.08,0.1259,0.0661,0.06570000000000001,1.1428,32.03,5.62,47.3,0.1278,17.38,12.43,0.05,3.11,2.01,79.33,-0.0031,0.4556,1.69,0.0424,0.0781,0
486,0.89,1.08,0.039900000000000005,0.1168,0.1104,0.3853,132.16,1.36,33.84,0.0054,3.49,1.82,0.2,0.23,1.53,166.0,0.16649999999999998,0.4521,1.08,0.10769999999999999,0.5255,0
1384,0.59,1.15,0.1151,0.047,0.044199999999999996,0.1456,67.71,3.99,34.62,0.1202,3.29,0.53,0.25,0.29,1.84,102.33,0.0716,0.37060000000000004,1.15,0.0285,0.15,0
1356,0.92,0.71,0.0758,0.0,0.049,0.096,68.63,3.93,27.7,0.0108,1.96,0.16,0.1,0.76,1.29,96.33,0.0788,0.4792,0.71,0.0212,0.1759,0
1433,1.68,0.43,0.1732,0.1487,0.14279999999999998,1.53,88.66,4.06,33.05,0.2022,10.69,4.77,3.2,4.56,0.87,121.71,0.2626,0.6029,0.43,0.053200000000000004,0.3521,0
1183,0.53,1.21,-0.1838,0.0319,0.031400000000000004,0.1705,71.94,3.75,52.64,-0.0779,5.43,2.25,-0.08,1.6,2.12,124.58,0.0643,0.34600000000000003,1.29,0.0225,0.2023,0
1060,2.22,1.14,0.1364,0.2847,0.1469,1.85,37.05,9.72,99.95,0.1492,10.27,3.6,-1.18,5.28,1.42,137.0,0.24350000000000002,0.6857,1.14,0.0313,0.0885,0
189,0.79,0.71,0.2346,0.0877,0.0849,0.7333,96.94,1.86,19.07,0.1943,8.37,4.39,1.0,2.56,1.9,116.01,0.19149999999999998,0.4415,0.71,0.0691,0.36210000000000003,0
670,1.36,1.11,0.17809999999999998,0.10779999999999999,0.1051,0.415,40.23,4.47,62.5,0.1789,3.95,2.47,0.26,0.09,1.54,102.73,0.1718,0.5654,1.11,0.042199999999999994,0.0706,0
1371,0.77,1.01,0.0381,0.041299999999999996,0.0394,0.0822,63.22,2.85,31.92,0.1056,2.09,0.24,0.15,0.75,1.61,95.15,0.0654,0.4318,1.01,0.0273,0.1642,0
666,1.45,1.14,0.0861,0.1081,0.1033,0.3523,33.79,5.33,60.82,0.09269999999999999,3.41,1.99,0.52,0.1,1.52,94.61,0.2564,0.5832999999999999,1.14,0.0417,0.06309999999999999,0
349,2.53,0.88,0.7809999999999999,0.159,0.1409,1.6,51.45,7.0,77.92,0.22329999999999997,10.35,4.99,1.84,4.32,1.29,129.37,0.1142,0.6831,0.92,0.0305,0.0897,0
1430,1.29,0.74,0.1519,0.0436,0.0431,0.46,91.47,0.98,33.43,0.1474,10.62,4.73,0.8,4.56,1.4,124.9,0.27899999999999997,0.5459,0.74,0.0682,0.3625,0
128,0.93,1.48,0.0796,0.04,0.0354,0.217,225.85,0.4,41.77,0.0775,5.49,1.93,0.27,2.3,2.09,267.62,0.21559999999999999,0.4824,1.48,0.1489,0.2958,1
1476,2.1,0.9,-0.5496,0.0137,0.0137,0.12,61.02,4.42,145.99,-0.6011,8.43,2.59,-1.21,4.82,1.23,207.01,0.23989999999999997,0.6695,0.91,0.0103,0.1367,0
355,2.65,0.94,-0.4158,0.0554,0.0533,0.44,43.45,4.14,82.96,0.1304,11.54,5.97,-1.1,4.42,1.27,126.41,0.0969,0.6947,0.96,0.0204,0.0799,0
1420,0.64,0.99,0.1649,0.1018,0.0766,0.69,107.87,2.5,29.36,0.182,8.02,2.85,0.59,4.06,1.86,137.23,0.1374,0.38380000000000003,0.99,0.0594,0.3754,0
824,1.23,0.89,0.34340000000000004,0.1685,0.1583,0.88,107.85,2.5,9.58,0.3323,6.45,3.59,2.09,1.61,1.5,117.43,0.27649999999999997,0.5475,0.89,0.06860000000000001,0.3983,0
839,2.01,0.54,0.2846,0.13949999999999999,0.1396,0.81,96.06,1.87,15.79,0.2748,5.6,3.1,1.3,1.19,1.06,111.84,0.23370000000000002,0.6334000000000001,0.54,0.0796,0.37439999999999996,0
1176,0.52,1.39,1.9847,0.1336,0.1252,0.63,67.71,5.32,53.36,0.051500000000000004,5.06,1.95,0.35,1.61,2.19,121.08,0.13470000000000001,0.3387,1.43,0.066,0.21350000000000002,0
1070,1.02,1.49,0.3015,0.0587,0.0584,1.28,42.06,4.28,134.03,0.3086,17.74,4.64,-3.32,11.6,1.85,176.09,0.20620000000000002,0.49920000000000003,1.49,0.0462,0.0947,0
1177,0.55,1.21,-0.10220000000000001,0.0086,0.0086,0.0437,76.36,1.18,61.99,-0.5543,5.06,1.99,-0.36,1.61,2.07,138.35,-0.018500000000000003,0.3513,1.27,0.0197,0.1795,0
1275,1.12,1.75,0.4329,0.20190000000000002,0.1943,0.9411,44.8,6.03,102.85,0.3171,4.59,2.5,0.59,0.81,2.31,147.65,-0.0043,0.5297999999999999,1.82,0.08810000000000001,0.2933,0
563,1.67,0.72,0.5367999999999999,0.052300000000000006,0.0509,0.1241,89.37,2.01,42.19,0.5668,2.44,0.81,0.25,0.57,1.25,131.56,0.369,0.6252,0.72,0.029900000000000003,0.32189999999999996,0
1461,1.06,1.68,0.12390000000000001,0.0959,0.0897,0.57,34.04,10.58,167.69,0.1515,6.31,2.21,0.88,3.08,1.92,201.73,0.12240000000000001,0.515,1.68,0.035699999999999996,0.11810000000000001,0
1247,1.92,0.43,0.2826,0.0575,0.056600000000000004,0.28,103.0,1.75,21.9,0.3357,4.86,1.64,0.15,2.11,0.98,124.91,0.36729999999999996,0.6528,0.43,0.032400000000000005,0.2962,0
1361,0.79,0.77,0.9987,0.1185,0.09939999999999999,0.25,74.57,4.83,23.53,0.2189,2.52,0.33,0.17,1.12,1.44,98.1,0.0751,0.4425,0.77,0.038599999999999995,0.17800000000000002,0
1164,0.54,1.05,0.35009999999999997,0.0353,0.035,0.14,61.6,5.84,61.1,0.4808,3.87,1.0,0.35,1.61,1.61,122.7,0.12689999999999999,0.34869999999999995,1.05,0.0192,0.1437,0
1485,2.21,0.95,0.0363,0.023399999999999997,0.0167,0.2,40.79,2.21,108.2,0.0392,10.15,3.77,-4.7,5.07,1.3,148.99,0.0776,0.687,0.95,0.0138,0.0731,0
444,0.92,0.95,-0.2817,0.09269999999999999,0.0882,0.3345,122.6,2.94,48.18,-0.2677,3.79,0.35,0.11,2.02,1.14,170.78,0.008,0.47840000000000005,0.76,0.0848,0.2892,0
52,0.4,0.46,12.6381,0.1002,0.09570000000000001,0.72,782.84,0.34,97.53,-41.1545,7.53,2.59,0.73,3.81,2.36,880.36,-0.42700000000000005,0.2828,0.46,0.3776,0.28,1
965,1.08,1.09,0.2915,0.0116,0.0118,0.02,53.82,1.67,49.63,-1.0671,1.98,0.42,0.0002,0.06,1.49,103.46,0.0263,0.5152,1.09,0.0207,0.2238,0
356,2.67,0.95,-0.27699999999999997,0.0756,0.0717,0.6,42.56,6.34,84.6,0.1508,11.77,6.2,-0.79,4.37,1.27,127.16,0.11779999999999999,0.6969,0.97,0.0187,0.078,0
131,1.14,1.52,-0.3564,0.07200000000000001,0.128,0.388,276.29,1.3,50.62,0.2155,5.84,2.21,0.37,2.33,2.21,326.91,0.2234,0.5324,1.52,0.15460000000000002,0.3032,1
1449,2.19,0.44,0.1729,0.1272,0.1202,1.36,87.47,4.12,30.82,0.2852,11.16,5.29,3.96,4.51,0.87,118.28,0.2854,0.6683,0.44,0.0484,0.3188,0
1039,0.5,1.91,-0.4804,0.0159,0.0154,0.05,101.2,1.78,289.16,-0.6493000000000001,3.46,0.78,-0.21,1.6,2.23,390.35,-0.0073,0.3295,1.91,0.0668,0.3691,1
937,2.43,0.53,7.1647,0.0681,0.0629,0.071,54.01,1.67,46.02,5.8316,1.12,-0.3,0.13,0.3,0.79,100.03,0.0951,0.6934,0.53,0.0809,0.2579,0
615,2.39,1.14,0.1143,0.0942,0.0911,1.21,32.18,11.19,108.42,0.1092,13.32,7.13,3.13,4.42,1.47,140.6,0.10189999999999999,0.6213000000000001,1.16,0.0235,0.08349999999999999,0
1237,0.85,0.62,-0.0191,0.0866,0.08439999999999999,0.3,104.58,3.44,19.84,-0.1359,3.61,0.89,0.34,1.64,1.38,124.43,0.2005,0.4569,0.63,0.0313,0.33270000000000005,0
1284,0.42,0.58,0.2726,0.10779999999999999,0.0756,0.663,97.39,3.7,20.69,0.2704,8.17,1.54,0.39,5.53,2.6,118.09,0.3121,0.29510000000000003,0.58,0.061,0.3962,0
339,1.98,0.91,-0.3231,0.028900000000000002,0.0286,0.29,59.3,3.04,71.78,0.2054,10.18,2.51,-2.61,4.24,1.38,131.09,0.17170000000000002,0.6469,0.91,0.0131,0.081,0
604,3.04,1.15,0.12480000000000001,0.0388,0.038,0.39,38.2,2.36,118.59,0.1326,10.36,5.85,-0.2,2.94,1.49,156.79,0.2773,0.6689,1.15,0.0332,0.10400000000000001,0
833,2.08,0.55,-0.2551,0.1461,0.1444,0.84,109.62,3.28,12.58,-0.2977,6.69,3.29,1.97,2.08,1.1,122.2,0.1492,0.6576000000000001,0.55,0.048,0.3815,0
53,0.69,0.57,-37.142399999999995,-0.1661,-0.1812,-1.05,645.39,0.56,76.04,-22.8642,5.78,0.82,1.09,3.83,2.24,721.43,-0.3679,0.39909999999999995,0.57,-0.3674,0.23370000000000002,1
582,1.01,1.25,0.4191,0.0707,0.0695,0.34,36.53,7.39,98.48,0.23809999999999998,4.84,1.65,-0.05,1.98,1.59,135.02,0.3114,0.4829,1.25,0.038599999999999995,0.0898,0
1082,1.72,1.27,0.10869999999999999,0.0864,0.0832,1.09,40.49,4.45,152.76,0.10310000000000001,12.66,5.77,-1.61,5.37,1.57,193.26,0.052199999999999996,0.6172,1.33,0.055999999999999994,0.1255,0
1351,0.93,0.71,0.6502,0.0416,0.0408,0.0638,66.1,2.72,23.56,0.6115999999999999,1.56,-0.0053,0.11,0.52,1.28,89.66,0.8537,0.4799,0.71,0.022799999999999997,0.19510000000000002,0
619,2.61,1.09,-0.1609,0.07490000000000001,0.0728,1.02,36.41,9.89,112.17,-0.1791,13.98,7.78,-0.56,4.43,1.44,148.59,0.0232,0.6423000000000001,1.1,0.0179,0.08039999999999999,0
1378,0.71,1.05,0.053399999999999996,0.019299999999999998,0.0191,0.0462,57.83,1.56,32.32,0.0415,2.42,0.39,0.14,0.9,1.67,90.15,0.028300000000000002,0.41369999999999996,1.05,0.0264,0.1461,0
621,2.63,1.12,-0.08259999999999999,0.0378,0.0375,0.53,34.9,5.16,105.66,-0.0787,14.2,8.0,2.92,4.43,1.44,140.56,0.1709,0.6431,1.13,0.015600000000000001,0.0689,0
566,0.94,1.23,0.9094,0.0235,0.0159,0.0819,94.85,0.95,48.63,1.1765999999999999,4.65,1.05,0.51,2.54,1.78,143.47,0.2491,0.4858,1.23,0.0345,0.3251,0
1515,3.0,0.83,0.0443,0.0934,0.0919,0.67,47.4,5.7,105.61,0.0208,7.34,4.21,1.91,1.64,1.18,153.0,0.0315,0.7476999999999999,0.84,0.0175,0.0736,0
600,2.92,1.15,0.2354,0.039,0.0383,0.35,40.25,2.24,126.35,0.2266,9.16,4.72,-2.13,2.94,1.49,166.6,0.25,0.6674,1.15,0.0374,0.10339999999999999,0
549,1.94,0.52,-0.2619,0.045,0.0384,0.96,118.34,1.52,17.77,-0.2137,23.08,7.56,3.37,14.03,1.05,136.11,0.2634,0.6611,0.52,0.028900000000000002,0.3599,0
1398,0.64,1.39,0.2262,0.0199,0.0187,0.0633,78.57,1.15,34.36,-0.35369999999999996,3.38,1.0,0.21,0.29,1.98,112.93,-0.0172,0.3895,1.39,0.0458,0.1834,0
979,0.95,1.61,-0.6132,0.010700000000000001,0.010700000000000001,0.023,59.59,4.53,59.82,-1.5938999999999999,2.12,0.66,0.07,0.06,1.95,119.41,-0.08199999999999999,0.4844,1.61,0.008199999999999999,0.23,0
1311,1.27,0.68,0.2132,0.1117,0.10640000000000001,0.99,99.57,2.71,29.42,0.2158,9.29,4.39,2.85,3.79,1.08,129.0,0.19030000000000002,0.5432,0.68,0.071,0.39549999999999996,0
598,2.52,1.09,0.1776,0.0969,0.0935,0.8,37.42,7.22,111.58,0.22190000000000001,8.56,4.23,1.28,2.94,1.39,149.0,0.2902,0.6242,1.09,0.0345,0.0942,0
602,2.96,1.16,0.2986,0.1119,0.10710000000000001,1.04,35.38,7.63,114.42,0.2451,9.7,5.26,-1.73,2.94,1.49,149.8,0.2878,0.6659,1.16,0.0342,0.0993,0
1087,2.03,1.24,-0.1809,0.0932,0.09269999999999999,1.38,41.17,6.56,161.68,-0.18989999999999999,14.42,7.29,-2.84,5.42,1.52,202.85,0.09570000000000001,0.6543000000000001,1.29,0.0425,0.1195,0
948,1.81,0.75,0.5770000000000001,0.16219999999999998,0.17739999999999997,0.25,65.5,5.5,43.73,16.657899999999998,1.41,0.15,0.1,0.13,1.04,109.23,0.026099999999999998,0.6382,0.75,0.0746,0.2091,0
953,1.5,0.72,3.824,0.09910000000000001,0.095,0.16,55.62,1.62,51.92,-0.7534000000000001,1.71,0.39,-0.01,0.18,1.02,107.54,0.073,0.5942000000000001,0.72,0.1628,0.1984,0
321,2.6,0.73,0.158,0.0983,0.09369999999999999,0.34,52.32,6.88,23.86,0.20350000000000001,3.59,1.17,0.09,1.31,1.31,76.18,0.1332,0.7129000000000001,0.73,0.0141,0.0667,0
1243,1.19,0.63,0.228,0.0556,0.045599999999999995,0.24,100.8,1.79,21.26,-0.2278,4.7,1.49,0.27,2.11,1.27,122.06,0.1026,0.5431,0.63,0.0347,0.2963,0
315,2.09,0.76,0.1746,0.0355,0.0345,0.1045,47.08,3.82,24.62,0.1301,3.03,0.69,-0.56,1.28,1.25,71.7,0.2115,0.6638,0.76,0.01,0.0613,0
663,1.25,1.37,-0.0966,0.17370000000000002,0.1642,0.502,36.36,7.43,58.4,-0.10869999999999999,3.06,1.68,-1.29,0.1,2.04,94.76,0.152,0.5488000000000001,1.37,0.048,0.0789,0
791,1.32,0.78,-0.1333,0.1026,0.0968,1.07,104.85,3.43,49.63,-0.1092,10.92,4.98,1.15,4.11,1.0,154.49,0.34450000000000003,0.5239,0.78,0.12119999999999999,0.584,1
353,2.51,0.89,-0.20379999999999998,0.1137,0.10460000000000001,1.27,48.44,7.43,75.71,-0.248,11.2,5.64,1.85,4.3,1.28,124.14,0.1042,0.685,0.92,0.0213,0.08039999999999999,0
1503,2.63,0.85,0.08310000000000001,0.1104,0.09300000000000001,0.61,46.08,5.86,93.92,0.0593,5.89,2.78,-0.9,1.88,1.21,139.99,0.024700000000000003,0.7178,0.85,0.018600000000000002,0.0793,0
187,0.73,0.76,0.159,0.14,0.13140000000000002,1.0637,109.11,3.3,19.4,0.16219999999999998,7.9,4.0,1.73,2.48,1.98,128.51,0.142,0.4228,0.76,0.0576,0.387,0
651,1.57,0.91,0.42219999999999996,0.0,0.1941,0.3182,42.74,6.32,56.97,0.4188,3.28,1.38,0.7,0.64,1.39,99.72,0.2259,0.5995,0.91,0.0478,0.094,0
1299,1.2,0.93,0.36939999999999995,0.1235,0.1124,1.09,87.2,3.1,22.16,0.38299999999999995,9.48,3.64,1.71,4.81,1.72,109.35,0.2772,0.534,0.93,0.0704,0.3849,0
1066,0.86,1.68,0.46509999999999996,0.0596,0.0489,1.11,40.19,4.48,125.24,0.5045000000000001,21.19,4.37,-1.31,15.38,2.04,165.43,0.172,0.4604,1.68,0.043,0.0904,0
1392,0.58,1.36,-0.11199999999999999,0.0506,0.050499999999999996,0.1655,69.29,3.9,33.68,-0.12050000000000001,3.28,0.78,0.3,0.29,2.02,102.98,0.0194,0.3649,1.36,0.031400000000000004,0.1525,0
1366,0.85,0.94,0.1131,0.0207,0.020499999999999997,0.0393,57.09,1.58,30.99,0.1143,2.68,0.47,0.12,1.11,1.47,88.08,0.0697,0.455,0.94,0.026099999999999998,0.1726,0
1095,2.15,1.2,0.1726,0.10800000000000001,0.1048,1.86,50.62,5.33,173.2,0.1734,17.36,10.29,0.05,5.41,1.48,223.82,0.098,0.6681999999999999,1.22,0.0461,0.1191,0
1245,1.63,0.48,-0.46880000000000005,0.06709999999999999,0.0608,0.3,101.19,3.56,19.23,-0.5558,4.66,1.44,0.59,2.11,1.04,120.42,0.147,0.6174000000000001,0.48,0.0215,0.2851,0
1074,1.32,1.3,0.3325,0.071,0.0705,0.99,40.83,4.41,138.38,0.3295,13.99,4.5,-1.94,8.0,1.62,179.21,0.2416,0.5622,1.3,0.048799999999999996,0.1023,0
1446,1.85,0.51,0.0626,0.043,0.0383,0.41,91.36,0.99,32.97,0.1275,14.07,6.19,0.58,6.27,0.89,124.33,0.1381,0.6335000000000001,0.52,0.0654,0.3432,0
331,2.4,0.93,0.2376,0.0304,0.028999999999999998,0.19,53.91,3.34,57.54,0.3625,5.13,1.68,-1.86,2.43,1.37,111.44,0.2466,0.6943,0.93,0.0105,0.07440000000000001,0
1484,3.64,0.87,0.038,0.16579999999999998,0.1539,1.18,32.45,11.09,92.9,0.06860000000000001,7.68,4.8,0.01,1.47,1.12,125.35,0.051699999999999996,0.7824,0.87,0.0174,0.0797,0
1469,0.78,1.96,0.0525,0.0634,0.0407,0.44,42.26,8.52,167.22,0.033,8.13,2.29,-0.78,4.82,2.27,209.49,0.1079,0.43920000000000003,1.98,0.0263,0.11789999999999999,0
1147,1.01,0.89,0.5687,0.06570000000000001,0.0633,0.294,61.65,4.38,65.36,0.5957,4.64,1.37,0.56,2.02,1.33,127.01,0.09699999999999999,0.5,0.89,0.0277,0.13970000000000002,0
607,2.37,1.07,0.1475,0.1338,0.10980000000000001,1.44,35.94,10.02,106.81,0.1421,11.74,5.77,1.0,4.41,1.45,142.75,0.2353,0.6224000000000001,1.09,0.0297,0.1023,0
699,1.09,1.58,-0.0621,0.0932,0.0908,1.3317,32.83,8.22,108.83,-0.0928,14.67,9.71,0.57,3.11,1.93,141.66,-0.11,0.4867,1.63,0.0371,0.0782,0
1272,1.19,1.25,0.19079999999999997,0.22820000000000001,0.2181,0.96,42.27,8.52,93.13,0.21600000000000003,4.38,2.32,0.58,0.78,1.64,135.4,0.065,0.5468,1.29,0.0646,0.2776,0
1456,1.8,1.04,0.2918,0.0924,0.0565,0.33,84.62,2.13,142.9,0.33399999999999996,5.87,1.35,0.41,2.22,1.58,227.52,0.1208,0.6431,1.04,0.034,0.1207,0
1252,2.76,0.56,0.2452,0.0751,0.0696,0.4,114.25,2.36,40.0,0.3017,5.39,2.19,0.33,2.06,1.11,154.26,0.24530000000000002,0.7289,0.56,0.024399999999999998,0.3007,0
313,1.83,0.65,0.0406,0.0911,0.091,0.26,53.51,6.73,10.74,-0.2224,2.89,0.59,-0.24,1.24,1.37,64.26,0.1725,0.6365,0.65,0.0151,0.0605,0
613,2.37,1.11,0.2912,0.0471,0.0472,0.6,33.1,5.44,110.8,0.3,12.71,6.64,0.27,4.42,1.48,143.89,0.29350000000000004,0.6203,1.13,0.0248,0.083,0
129,0.98,1.24,0.2183,0.079,0.0717,0.437,259.7,0.69,47.39,0.2207,5.47,1.9,0.22,2.3,1.84,307.09,0.1838,0.49439999999999995,1.24,0.1618,0.29710000000000003,1
125,0.73,1.72,0.2325,0.0906,0.0638,0.401,238.95,0.75,46.49,0.23170000000000002,4.99,1.47,0.02,2.29,2.55,285.44,0.2359,0.4217,1.72,0.15710000000000002,0.287,1
981,0.96,1.73,-0.3969,0.0027,0.0027,0.006,54.25,1.66,55.23,10.5322,2.13,0.69,-0.1,0.06,2.0,109.48,-0.08810000000000001,0.484,1.73,-0.0023,0.2832,0
1269,1.08,1.4,0.0179,0.04019999999999999,0.0394,0.1668,40.1,2.24,94.92,0.1432,4.28,2.23,-0.23,0.79,1.74,135.01,0.14429999999999998,0.5169,1.42,0.0471,0.2561,0
491,0.76,1.2,-1.2892,-0.0311,-0.0316,-0.1145,103.77,2.6,89.38,-1.4975999999999998,3.62,1.89,0.09,0.23,1.57,193.15,-0.2365,0.41729999999999995,1.2,-0.029300000000000003,0.376,0
1286,0.39,0.69,0.3809,0.0512,0.051500000000000004,0.427,92.9,1.94,21.61,0.3761,8.29,1.67,0.37,5.53,2.65,114.51,0.27,0.2812,0.69,0.0701,0.3982,0
196,1.13,0.74,-0.31170000000000003,0.0269,0.026600000000000002,0.3039,111.98,0.8,35.93,-0.3481,11.33,6.18,0.22,3.62,1.35,147.91,0.1653,0.5279,0.75,0.0438,0.33759999999999996,0
1246,1.78,0.47,0.3161,0.0259,0.0255,0.12,104.34,0.86,21.56,0.616,4.78,1.56,0.15,2.11,1.01,125.89,0.33990000000000004,0.6374,0.47,0.031200000000000002,0.3063,0
962,1.03,0.92,0.0643,0.0245,0.0242,0.05,58.97,3.05,48.62,0.7652,2.0,0.36,0.04,0.06,1.34,107.59,0.020499999999999997,0.5047,0.92,0.025699999999999997,0.2164,0
1509,3.08,0.83,0.1104,0.028399999999999998,0.027999999999999997,0.18,47.05,1.91,103.83,0.0941,6.6,3.51,-1.07,1.69,1.2,150.88,0.11320000000000001,0.7498,0.83,0.0154,0.0732,0
1171,0.48,1.02,0.20309999999999997,0.039900000000000005,0.039,0.1675,69.69,3.87,59.24,0.1061,4.3,1.32,-0.24,1.61,1.87,128.93,0.09119999999999999,0.32049999999999995,1.02,0.0275,0.2113,0
44,0.65,0.63,-0.49219999999999997,0.015,0.015,0.1,338.73,0.8,49.4,-0.6107,6.8,1.84,0.47,3.83,2.08,388.13,0.1858,0.387,0.63,0.0323,0.24670000000000003,1
790,1.24,0.72,-0.1344,0.08,0.07339999999999999,0.83,103.27,2.61,51.33,-0.1422,11.13,4.79,0.81,4.56,0.94,154.6,0.39990000000000003,0.518,0.72,0.12890000000000001,0.5827,1
1303,1.1,0.72,0.21489999999999998,0.106,0.0956,0.98,97.36,2.77,21.45,0.19510000000000002,10.12,3.49,2.32,5.55,1.23,118.81,0.1591,0.5124,0.73,0.0703,0.4114,0
1327,2.58,0.53,1.2739,0.0499,0.0499,0.044,1646.84,0.11,202.04,0.9538,0.89,-4.55,0.41,4.26,0.87,1848.89,7.5416,0.7206999999999999,0.41,0.19079999999999997,0.23079999999999998,0
1402,0.99,1.16,0.32020000000000004,0.0255,0.0252,0.0835,58.27,1.54,23.26,1.5146000000000002,3.31,1.17,-0.19,0.29,1.67,81.53,0.6302,0.4955,1.16,0.0371,0.16,0
971,0.98,0.87,0.3312,0.0533,0.0542,0.11,74.83,3.61,51.34,1.0896,2.03,0.57,-0.09,0.06,1.94,126.16,-0.1025,0.4914,0.87,0.0416,0.248,0
1146,1.08,0.87,0.516,0.0433,0.042300000000000004,0.1913,60.31,2.98,63.76,0.44310000000000005,4.52,1.27,0.33,2.0,1.3,124.08,0.071,0.5166,0.87,0.0265,0.1365,0
1169,0.53,1.02,0.32049999999999995,0.0105,0.0104,0.0434,59.17,1.52,58.38,0.19510000000000002,4.18,1.2,-0.15,1.61,1.73,117.56,0.1351,0.3427,1.02,0.0204,0.1934,0
618,2.45,1.09,-0.0696,0.0621,0.0613,0.85,34.86,7.75,109.41,-0.0825,13.82,7.6,-2.5,4.43,1.47,144.27,0.0481,0.6282,1.11,0.0197,0.0745,0
476,0.8,1.14,0.0353,0.18969999999999998,0.1869,0.7211,110.99,3.24,33.86,-0.0011,3.86,1.57,1.16,0.26,1.54,144.85,0.0169,0.4194,1.14,0.11130000000000001,0.4938,0
158,1.09,0.79,0.3086,0.2421,0.2159,0.69,95.32,3.78,15.53,0.2256,3.2,1.21,0.52,0.84,1.56,110.86,0.1991,0.5194,0.79,0.059800000000000006,0.38880000000000003,0
1213,1.95,0.73,-0.5336,0.011399999999999999,0.011399999999999999,0.05,108.34,0.83,193.47,-0.5922999999999999,4.82,2.05,-0.48,1.68,1.08,301.81,-0.1516,0.6045,0.76,0.0395,0.2263,0
340,2.31,0.88,-0.19219999999999998,0.0414,0.0431,0.42,58.28,4.63,78.22,0.23199999999999998,7.86,2.58,-2.25,4.25,1.31,136.5,0.1705,0.6777,0.88,0.012199999999999999,0.0815,0
1473,1.23,1.25,-0.2511,0.0301,0.0297,0.25,42.48,8.47,148.06,-0.27940000000000004,8.34,2.5,-2.39,4.82,1.66,190.54,0.2701,0.5375,1.27,0.0169,0.12029999999999999,0
1417,1.49,0.59,0.25920000000000004,0.2291,0.2091,1.01,102.22,3.52,26.44,0.2521,4.84,2.98,1.24,0.71,1.24,128.66,0.18719999999999998,0.5708,0.59,0.0604,0.37,0
1094,2.3,1.18,0.2002,0.0716,0.07139999999999999,1.22,50.14,3.59,165.09,0.20129999999999998,16.72,9.65,-0.74,5.47,1.44,215.23,0.1242,0.6827,1.21,0.045700000000000005,0.1186,0
664,1.36,1.26,-0.125,0.1948,0.1822,0.5665,37.71,9.55,58.17,-0.09390000000000001,3.11,1.7,-0.77,0.09,1.76,95.88,0.19,0.5684,1.26,0.0392,0.0638,0
1301,1.22,0.86,0.2939,0.0417,0.0347,0.35,92.85,0.97,21.48,0.2708,12.56,4.02,1.08,7.49,1.31,114.33,0.1909,0.5381,0.86,0.07429999999999999,0.4054,0
1266,1.2,1.3,0.6812,0.1198,0.09359999999999999,0.3967,43.1,4.18,88.82,0.6379,3.81,1.68,-0.04,0.95,1.66,131.92,0.3779,0.5417000000000001,1.34,0.0556,0.2421,0
704,1.03,1.05,0.2686,0.1457,0.1373,2.3248,27.58,13.05,43.23,0.2966,16.94,11.99,2.59,3.11,1.94,70.81,0.1508,0.4775,1.65,0.0415,0.0781,0
1289,0.55,0.8,0.4557,0.031400000000000004,0.030899999999999997,0.278,83.6,1.08,21.38,0.3985,9.01,2.33,0.29,5.53,1.95,104.98,0.3741,0.35509999999999997,0.82,0.07150000000000001,0.4012,0
1088,1.84,1.27,-0.2078,0.1069,0.1033,1.56,39.98,9.0,143.39,-0.18719999999999998,14.65,7.47,0.92,5.46,1.55,183.37,0.09359999999999999,0.6342,1.31,0.0374,0.1142,0
959,1.13,0.95,-0.5919,0.0434,0.0409,0.07,62.83,4.3,52.71,1.1814,1.8,0.34,0.0012,0.06,1.41,115.54,0.0023,0.5262,0.95,0.0271,0.20679999999999998,0
