,产权比率,保守速动比率,净利润同比增长率,净资产收益率,净资产收益率-摊薄,基本每股收益(元),存货周转天数(天),存货周转率(次),应收账款周转天数(天),扣非净利润同比增长率,每股净资产(元),每股未分配利润(元),每股经营现金流(元),每股资本公积金(元),流动比率,营业周期(天),营业总收入同比增长率,资产负债率,速动比率,销售净利率,销售毛利率,类别
708,0.97,1.18,0.1197,0.1465,0.1382,2.6031,31.24,11.52,45.33,0.1297,18.84,13.89,3.17,3.11,2.02,76.56,-0.0209,0.4644,1.71,0.046799999999999994,0.084,0
585,1.73,1.1,1.6777000000000002,0.1319,0.13140000000000002,0.67,43.36,4.15,112.02,0.14880000000000002,5.08,2.32,-0.55,1.49,1.38,155.37,0.5025,0.607,1.1,0.07769999999999999,0.1117,0
1465,1.08,1.48,-0.2601,0.0642,0.0622,0.42,40.88,8.81,170.67,-0.2781,6.73,2.62,-0.98,3.08,1.82,211.55,-0.0475,0.5203,1.48,0.0277,0.1149,0
1134,0.84,0.89,0.2427,0.0154,0.0155,0.0601,57.01,3.16,57.69,0.1918,3.88,0.67,0.11,1.99,1.35,114.7,0.0596,0.442,0.89,0.0141,0.12390000000000001,0
928,3.3,0.23,1.2601,0.1007,0.038,0.04,68.09,5.29,42.65,0.6756,0.95,-0.77,0.1,0.58,0.38,110.74,-0.0649,0.7524,0.23,0.0129,0.2492,0
171,0.84,0.79,0.1646,0.161,0.1524,0.6651,104.3,3.45,19.3,0.1134,8.73,4.13,0.71,3.22,1.58,123.6,0.2016,0.457,0.79,0.06509999999999999,0.4192,0
1202,1.06,0.9,0.9801000000000001,0.0447,0.044500000000000005,0.17,102.08,1.76,113.91,0.9872,3.73,0.91,-0.16,1.76,1.39,215.99,0.9632,0.4885,0.9,0.0679,0.2778,0
1250,2.49,0.59,0.3038,0.0304,0.0281,0.16,118.03,0.76,32.86,0.14279999999999998,5.32,2.06,0.14,2.12,1.17,150.89,0.3056,0.7104,0.59,0.0321,0.2908,0
576,0.48,1.97,0.5307999999999999,0.0134,0.0132,0.06,27.07,3.33,74.37,0.5306000000000001,4.5,1.39,-0.17,1.92,2.36,101.44,0.8037000000000001,0.3191,1.97,0.026000000000000002,0.0859,0
1295,0.83,0.79,0.35479999999999995,0.0931,0.0943,0.793,89.26,3.02,22.29,0.4275,11.7,3.55,1.54,6.98,1.47,111.55,0.5836,0.44299999999999995,0.79,0.0633,0.39630000000000004,0
1375,0.7,1.07,0.0317,0.0382,0.039,0.0848,63.95,2.81,29.93,0.0356,2.17,0.34,0.09,0.73,1.69,93.88,0.023799999999999998,0.4071,1.07,0.0275,0.15869999999999998,0
636,1.54,1.32,0.07,0.0793,0.0765,0.263,66.93,5.38,62.23,0.1322,3.44,0.41,0.37,1.86,1.3,129.17,0.2235,0.5906,0.81,0.0167,0.10060000000000001,0
705,0.96,0.98,0.2553,0.0288,0.028399999999999998,0.4955,33.21,2.71,46.94,0.2627,17.43,12.48,-1.74,3.11,2.0,80.14,0.0693,0.4612,1.64,0.037000000000000005,0.0717,0
1152,0.48,1.55,0.3517,0.056799999999999996,0.055099999999999996,0.19,58.4,6.16,61.68,0.3602,6.99,1.4,0.1,4.38,2.14,120.08,0.11359999999999999,0.3245,1.55,0.0326,0.1472,0
700,1.03,1.05,-0.1379,0.1267,0.1208,1.8326,30.97,11.63,72.98,-0.16670000000000001,15.17,10.21,1.73,3.11,1.97,103.95,-0.0956,0.4742,1.68,0.0374,0.07780000000000001,0
1510,2.96,0.84,0.10339999999999999,0.0655,0.0634,0.43,47.03,3.83,102.38,0.1035,6.85,3.76,0.05,1.69,1.21,149.42,0.10220000000000001,0.7426,0.84,0.0181,0.07719999999999999,0
42,0.66,0.74,-0.3592,0.0069,0.0068000000000000005,0.05,395.43,0.23,58.44,-0.4064,6.81,1.86,0.0095,3.83,2.1,453.87,0.1825,0.39,0.74,0.0508,0.285,1
1380,0.64,1.1,0.0666,0.0496,0.047599999999999996,0.1305,64.15,4.21,35.27,0.0565,2.74,0.42,0.2,0.29,1.74,99.42,0.0735,0.3887,1.1,0.0274,0.152,0
698,1.04,1.06,-0.17859999999999998,0.057999999999999996,0.057999999999999996,0.8215,38.1,4.72,80.68,-0.2184,14.16,9.2,1.21,3.11,1.96,118.78,-0.1661,0.4747,1.61,0.0377,0.0775,0
1198,1.29,0.87,0.3734,0.051399999999999994,0.0509,0.09,114.66,1.57,123.42,0.33020000000000005,3.38,1.4,-0.23,0.89,1.4,238.08,0.2568,0.5594,0.87,0.057800000000000004,0.2571,0
488,0.81,1.13,-0.08689999999999999,0.18350000000000002,0.1681,0.6277,126.22,2.85,35.44,-0.0454,3.73,2.0,0.38,0.23,1.59,161.66,0.1283,0.43090000000000006,1.13,0.08689999999999999,0.5068,0
1153,0.48,1.52,0.1116,0.014199999999999999,0.0141,0.0499,51.98,1.73,68.99,0.0558,7.09,1.5,-0.13,4.38,2.14,120.97,0.0347,0.32439999999999997,1.52,0.0316,0.1435,0
164,0.97,0.85,0.18239999999999998,0.0719,0.0694,0.4,88.1,1.02,23.67,0.2289,5.76,3.59,0.16,0.84,1.59,111.77,0.30879999999999996,0.4926,0.85,0.0745,0.4042,0
1056,4.38,0.94,0.4318,0.3433,0.2982,1.66,35.01,10.28,90.48,0.45799999999999996,5.57,3.31,0.25,0.96,1.17,125.49,0.2782,0.8143,0.94,0.0329,0.0877,0
956,1.25,0.81,0.42829999999999996,0.09269999999999999,0.08900000000000001,0.15,64.27,5.6,52.03,-1.3272,1.68,0.31,0.11,0.06,1.26,116.29,0.027200000000000002,0.5516,0.81,0.0415,0.19390000000000002,0
1492,2.42,0.84,0.1303,0.0902,0.0886,0.68,42.5,8.47,81.39,0.0863,11.5,4.93,-3.49,5.07,1.26,123.89,0.1941,0.6948000000000001,0.84,0.0174,0.0779,0
403,0.49,1.34,0.08199999999999999,0.0855,0.0638,0.39,82.21,4.38,91.61,0.0271,4.41,0.86,0.07,2.44,2.19,173.83,0.2487,0.3285,1.34,0.13470000000000001,0.44689999999999996,1
346,2.75,0.85,0.7628,0.030299999999999997,0.0316,0.29,51.88,1.73,78.19,0.5102,9.13,3.8,-1.36,4.33,1.27,130.07,0.1018,0.6994,0.88,0.0226,0.0814,0
318,2.33,0.83,0.17329999999999998,0.021099999999999997,0.0209,0.0688,46.8,1.92,32.65,-0.08810000000000001,3.3,0.93,-0.63,1.29,1.38,79.45,0.0753,0.6890000000000001,0.83,0.0115,0.065,0
1174,0.53,1.01,0.0805,0.0319,0.0315,0.1384,67.13,2.68,56.22,-0.0407,4.39,1.47,-0.26,1.61,1.84,123.35,0.1436,0.3433,1.01,0.030600000000000002,0.2091,0
320,2.57,0.94,0.2734,0.0512,0.0496,0.17,46.24,5.84,37.23,0.23579999999999998,3.42,1.03,-1.26,1.31,1.44,83.47,0.1166,0.7086,0.94,0.0095,0.0617,0
489,0.78,1.16,-0.9384,0.0033,0.0033,0.0124,119.52,0.75,61.02,-1.063,3.75,2.02,-0.15,0.23,1.59,180.54,-0.2514,0.4244,1.16,0.0086,0.4017,0
1160,0.52,1.06,-0.1418,0.029300000000000003,0.0286,0.1,67.11,5.36,65.03,-0.3147,3.79,0.91,0.17,1.61,1.75,132.14,0.0395,0.3403,1.06,0.0171,0.151,0
1412,1.68,0.6,1.0724,0.0922,0.08800000000000001,0.3341,68.63,3.93,27.38,3.2581,3.8,1.65,0.24,0.29,1.04,96.01,0.7851,0.6253,0.6,0.04190000000000001,0.1809,0
1151,0.46,1.64,0.35119999999999996,0.044199999999999996,0.0433,0.149,58.84,4.59,67.58,0.2403,6.89,1.33,-0.41,4.36,2.31,126.42,0.08410000000000001,0.3119,1.64,0.034300000000000004,0.14300000000000002,0
1142,1.01,0.87,0.377,0.0301,0.0298,0.1262,58.89,3.06,63.83,0.6668999999999999,4.24,0.96,-0.44,2.04,1.36,122.72,0.1369,0.4867,0.87,0.0192,0.1231,0
190,0.71,0.81,0.248,0.12480000000000001,0.1104,1.0641,102.76,2.63,20.97,0.2119,9.24,4.59,1.14,3.25,1.86,123.73,0.2059,0.4152,0.82,0.0654,0.36229999999999996,0
1104,0.58,2.05,-0.15410000000000001,0.0418,0.0414,0.137,68.08,5.29,84.5,-0.0766,3.3,0.24,0.21,1.84,2.06,152.58,-0.0147,0.3599,1.44,0.0361,0.2238,0
1381,0.67,0.87,0.0805,0.06309999999999999,0.0575,0.17,76.97,4.68,32.92,0.0673,2.89,0.44,0.09,0.29,1.72,109.89,0.0492,0.3978,0.87,0.0262,0.1588,0
1210,1.79,0.85,0.2097,0.0662,0.0652,0.3,85.88,2.1,139.07,0.24230000000000002,4.62,1.78,0.18,1.77,1.2,224.95,0.1788,0.5878,0.85,0.0816,0.2636,0
554,2.46,0.33,0.4203,0.10220000000000001,0.10210000000000001,2.16,143.02,1.89,21.73,0.3958,21.15,8.96,5.5,10.58,0.89,164.75,0.3803,0.7125,0.33,0.042699999999999995,0.3588,0
1369,0.86,0.86,0.2119,0.0863,0.087,0.16,69.01,5.22,30.98,0.18460000000000001,1.89,0.16,0.11,0.64,1.53,99.99,0.10529999999999999,0.4593,0.86,0.028999999999999998,0.17149999999999999,0
788,1.27,0.72,-0.0433,0.028999999999999998,0.027200000000000002,0.28,105.85,0.85,51.8,0.0172,10.39,4.75,0.19,3.43,0.93,157.64,0.4738,0.5153,0.72,0.1465,0.5759000000000001,1
587,2.23,0.98,0.752,0.18899999999999997,0.1772,0.95,41.58,8.66,117.75,0.4324,5.36,2.54,-3.19,1.49,1.26,159.32,0.5722,0.6317,0.98,0.055,0.1288,0
397,0.13,4.06,0.5879,0.0455,0.045,0.19,53.45,3.37,91.85,0.5817,8.42,1.38,0.3,5.87,4.59,145.3,0.158,0.1153,4.06,0.2053,0.4104,1
662,1.52,1.47,0.0782,0.11560000000000001,0.1124,0.3244,33.49,5.37,55.82,0.083,2.89,1.5,0.09,0.11,1.83,89.31,0.1686,0.5962,1.47,0.048,0.0793,0
543,1.03,1.06,0.4939,0.3179,0.1463,4.43,81.48,4.42,12.06,0.40909999999999996,32.4,11.86,5.97,18.6,1.63,93.54,0.2658,0.5094,1.06,0.0558,0.3369,0
608,2.17,1.1,-0.48369999999999996,0.0148,0.0147,0.17,57.62,1.56,151.06,-0.48450000000000004,11.92,5.95,-0.69,4.41,1.5,208.68,-0.16329999999999997,0.6002000000000001,1.1,0.0202,0.0913,0
658,1.57,1.36,0.1427,0.1325,0.1274,0.3008,36.2,4.97,59.19,0.18489999999999998,2.36,1.04,0.32,0.1,1.72,95.39,0.13449999999999998,0.6032,1.36,0.0519,0.09269999999999999,0
